4,4,0,0,TRUE,0,Kreuk_b32d332eeb86a8cc966f64f967982244240732589af4abd7c2505b6cfddf71da
14,9,0,5,TRUE,0,Kreuk_3ff1b90dbad5d78397fdc731c3a3c080d91fc488ac9152793b538b74a1e2d8f3
41,21,2,18,TRUE,0,Kreuk_af69df79d359c594030d8deab5e6aaeaf24a231b29e186d087e470056d5f99da
51,34,0,17,FALSE,0,Kreuk_574b7439b7469ed10331f4f383da0631a78c71b388eab0db1399d8606108b0ea
9,4,0,5,FALSE,0,Kreuk_b13a77517fbf3a9bca47c47373a61fc0259d25e92d3bb512220d1d0735f3a221
13,8,0,5,TRUE,0,Kreuk_b23bbad276d48f77efd968537d68dd6a228fc4d7c48ddea21a751c0358c1ef71
4,3,0,1,TRUE,0,Kreuk_b6da369c254a99cfd4b5630428ece6d385128f020439d9567e4fdaaddc9c2fe6
3,3,0,0,TRUE,0,Kreuk_b2e7a263f03af3e7db862f349383b249570ccb85f344bea02f9ee9a4932daf6d
14,10,1,3,TRUE,0,Kreuk_b9b224b57eb8f95b2389085292ccb02887bee43a5d4e4501332f30cee58718fe
5,2,0,3,TRUE,0,Kreuk_b0acef906dddfb28a38dd5fb8d0bef9278cfd7c7ce541e596a2d42c9981fdd5d
51,34,0,17,FALSE,0,Kreuk_af6b0540ee62ad8a38022308b28fe2125defe3cc74b2dd41249ede878fc3fa3c
36,33,0,3,TRUE,0,Kreuk_b9f4f6c5da28708ab74b4e0623fcb1bc0c707547360a2bb19d72b2dfcf274096
16,12,0,4,TRUE,0,Kreuk_0a937d4fe8aa6cb947b95841c490d73e452a3cafcd92645afc353006786aba76
39,12,0,27,FALSE,0,Kreuk_af76c4a4ea076f462b5441ac3ddda04f64236d46487b49bebb89da4b39c17324
28,27,0,1,TRUE,0,Kreuk_b68cb414065fc36c45cbf2c653c49ac4f991992d54a8d0f203f3bd3a1dea486e
14,10,1,3,TRUE,0,Kreuk_b3ebc327773f5f846deeb1255475644a630c4d0d3b4eda3bbf995a36599c07cf
9,4,0,5,FALSE,0,Kreuk_b8fa56efe3ed38b06258f2b2d032565575fc91079df2141ed4d800ba988b4504
48,35,0,13,TRUE,0,Kreuk_4022483e73b04fad1ec569d7325f8cc8ed6a2a91e5b62f27319874aedcd675dc
13,8,0,5,TRUE,0,Kreuk_9a4e4211f7e690ee4a520c491ef7766dcf1cc9859afa991e15538e92b435f3a1
36,33,0,3,TRUE,0,Kreuk_704f1655ce9127d7aab6d82660b48a127b5f00cadd7282acb03c440f21dae5e2
5,4,0,1,TRUE,0,Kreuk_b6a6aaf809e0c9aa1a5cf1526091cadeb542c12af550f5775e9e62357911e11a
13,9,0,4,FALSE,0,Kreuk_b120edc53a33448344749ae1e2abd9cab75fdad334ce6b3ecab77a8e675ed400
1,1,0,0,TRUE,0,Kreuk_435781ab608ff908123d9f4758132fa45d459956755d27027a52b8c9e61f9589
2,2,0,0,TRUE,0,Kreuk_b324f70666dcb49b6767ddd79e3e6045506ab95afa52fcb09052088830988fb1
5,2,0,3,TRUE,0,Kreuk_b301c06c751bffd3150c1c1ce6173d2dc33ee8337502354362091dd5663b5882
13,8,0,5,TRUE,0,Kreuk_b35d2e7415703ee088a3e47f623eebd56d591261f05363d31d1d9dbd4771473f
28,27,0,1,TRUE,0,Kreuk_b1d2833cb1560257245f0ce905c0bdb147b0662b998aaa00562cc4b1fcc89ae8
34,24,0,10,FALSE,0,Kreuk_008ec79765325200361d9c93ac35edd430f8b17894ff843268caa5acd6224549
48,35,0,13,TRUE,0,Kreuk_b97a38b62274c928aad0d2add69aad9b91ecbb685a1dff298eee906871da226d
28,27,0,1,TRUE,0,Kreuk_92c50cd253de42823a2e1a59f2551aa315ceb12b8f741820bdbc14b5ebe1dfb9
100,0,100,0,FALSE,0,Kreuk_0cf5c4b3399d094fa0c58399fac521e4b2902db7ae1692aa502f5784ac755d49
3,2,0,1,TRUE,0,Kreuk_b83fd67af67fdc528cce090cdbdb2d867763391d3243e5acde6bad66a1dfa539
9,4,0,5,FALSE,0,Kreuk_b2e3ce1ceb4615684bded72d02fce64ffced2dd5e3fb70faefa3467f80f25669
18,16,0,2,TRUE,0,Kreuk_c0eae7e6c385001415c0f3438fef869d708f1163ba58c7f162990bb0ba5df86c
100,0,100,0,FALSE,0,Kreuk_0e66029132a885143b87b1e49e32663a52737bbff4ab96186e9e5e829aa2915f
41,21,2,18,TRUE,0,Kreuk_41364427dee49bf544dcff61a6899b3b7e59852435e4107931e294079a42de7c
1,1,0,0,TRUE,0,Kreuk_b8d276777071c9e1b8fc37d9be2b12feea78383a52975e162d36417924e9ce49
5,2,0,3,TRUE,0,Kreuk_b4c9cffe8c020c62d1281b2200edc743debb1b61257b64ee4f9bff631d7a5140
24,13,1,10,TRUE,0,Kreuk_6c75998580fb05c01b10f4703299ffd782bec55c8765c030b8a4760fff6045fe
24,13,1,10,TRUE,0,Kreuk_b46db5d12c273bdd09a1532494b35ccc84e9e5a14dd7f95cce2442c34cd26265
9,4,0,5,FALSE,0,Kreuk_af55838bb4e636ec9c0f917a025db5e9e5c00f823f5dfadbd61c0198eb946b1a
39,12,0,27,FALSE,0,Kreuk_d5e88fa4a0a896c8704cdcb3fca225028200a7ba46545c862d762b8609bab036
28,27,0,1,TRUE,0,Kreuk_b09b26424ff58101eb10ada6d8465d10c20b2e4c750b3aadaa9668a47377edfc
4,3,0,1,TRUE,0,Kreuk_d5c10abce3b7ff3f626ca6c8caa2080461d254351c65d67ef00aa045eec30fc4
27,19,0,8,TRUE,0,Kreuk_8d2b2a942c9e646a5f388837137a650716e11d95730db7dfeae26ab46778ba99
13,9,0,4,FALSE,0,Kreuk_b7f7bedd8fc6cb545c893f897cc0841f7758ce4661c20b63b2990c9c899ea0bd
48,35,0,13,TRUE,0,Kreuk_b1e61a0829bcc94eafc1523c928909eac72327d57a7097e30aeacb5c1332fc32
