File,CryptAcquireContext,BCryptImportKey,BCryptImportKeyPair,CryptDeriveKey,CryptDestroyKey,CryptExportKey,CryptGenKey,CryptImportKey,CryptImportPublicKeyInfo,BCryptEncrypt,CryptEncrypt,ReadFile,OpenFile,CreateFile,DeleteFile,MoveFile,WriteFile,FindFirstFile,FindNextFile
6aa04e0e76bfc243beee6d843fddc6689dfdada630dd08ccfc1863db3d8e3540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6adaf93fda108331512c279e967f55379586948ebbc3dab4746e3d13d4736d97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6ae58e05e226ed3476b1c3d8463dd49c7ab0aee54164f69b491780c7b4ac59a4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
6b4ee9dafe4b1b93c2a9222d39ee50cccf593c776957356031a922fb39a3c2ba,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6b8bac4f5ebde2f753eb93bc91b3b2619e8f0b0a74521d16f4ebebae0b2e102b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6b8d1a1f785c103e2d75702c22491d1b3942878bcba7965c9f6b2ec46440726d,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
6b9131d94ed31f838b1820ee67f068c4741b69d5c655587c89c9477986bd270f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6b9bdfdedb8dbda0f5c6bace22ea29010eceb6d4f8b3dbeea4949f43f6740cd8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
6b9fd5fd1fccd516aa8034ce8c1ec62ac7470f8b77b06b23c7fea2421f254ef7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6bb70e81edc34e15d9798b317300d7758042db033a91efd7a40efa5e45a3cfa5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6bc1eff62faa5b54d178f25b0d5e4942ae310aa92feee3d2d99a8001b04e57db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6bf6ce66b3cf86b96f4764a7908154290ca9f14915508da83d1676f14f54d097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6c29fa22f01232ee015ac027338ce7b69745844fae51d7cde0916acd371f3bfc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6caffa7c8e508569c7855512c7b36e00df52d13779572dc939e3f39a4948eca3,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0
6cbeb1e7555db4f22329195f26b455c475b79ece4b4b9566b94f91a94cb5a0d1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6cc0bfebc5c343dfc1d453cba78fbfc08a09de0a00f2fe9c86c0eca9817a62df,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
6dba2e48aacc9b2977159dd63f2d460cdf5781fec590e6b4fac04f6ace12f868,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
6dbf6b578f0642bb6de9f9f9e2e92939c0580bfd0cd275475dbb57fcb1107b61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
