File,CryptAcquireContext,BCryptImportKey,BCryptImportKeyPair,CryptDeriveKey,CryptDestroyKey,CryptExportKey,CryptGenKey,CryptImportKey,CryptImportPublicKeyInfo,BCryptEncrypt,CryptEncrypt,ReadFile,OpenFile,CreateFile,DeleteFile,MoveFile,WriteFile,FindFirstFile,FindNextFile
0085ab193b299ae79ecafb219bd5037e69415bcff910606db61c2ad1e25d243e,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
0b9fb63508ff0417c6c0fe1eabec64ff7a3ea48d967b73ec5eb2369d5325f5b1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
0cddf3b04d0697a178dbcda9db2abff8202d02a6be2991b276af7572811a333c,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1
0fb2ae093debdf36896cc7bbd61917af9a43e93474ea7e90578d1a1106528e94,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1
1052cc4a8d6770d9c4c62488ed0403d180b323b8b765dc97f67fe074264f55fe,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
12e4a5711fb681b511cf6c819219a62542ba5fdfc196f6733f7cd2f18fbbc954,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17c3e60c485db997c2e955c5d99bfdb8fe18d9d661c0a2f281d46c211e71b7c9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
1aad34a18fe7950a96582a783f421c329adb405647ba36fc706f9a925fec017c,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1
1c76b6cbb0b9d36543b1dbfe72c5079a43954118b986509d8a4df2fdc5f3841c,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1ed2dc3b9b8ae23210ca92cad761dba4e642642c4a2ce46c244c265cb67630d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025c2a5e29edb1bb5372bf60661aac24496d610a776170b7b62c5fb0ef9f651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211b2e384632541b6dae5c59230c67a4d81c562d8eb9b7c4d1466a0ac33eac1d,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
21643215757dd55fb6d60340f161306ec910f10e8f8ec9a38e029c319f1adcdc,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
24fa6da9dfbf1c2a6cf87d0eeaa5e93d97aa404a20f7449d860cf0951e04f70b,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
29a1215b81944695cf697e697b59ab7edca18b5020c405c44afb307b12a54988,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
308e5269c8b836cbd80e0222fc6daa8060501d6cd2165d4d3b99d9ed1b824836,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
31b2d63e3c58c07360d062630636aebc300ff364808062ebd816ce93313f09f3,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
38ea68bfe9a251cfd9d981f57c2bd7143d2c91d8e12b0e4acd78a954ebbec326,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1
3b1e51b2e0b0ece05d087ede6a10af80c5d893b0d1e27cd9499241da9a1b4e09,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1
3fa0beb1cf6e1fc91e8656071885a2bcfe9c8c486126cc4b4714860ac6834241,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
